链接,赞,转发,评论,时间,内容概要
http://m.weibo.com/2460997447/E1yTq4now,380079,51867,29054,08月01日 18:03?来自微博 weibo.com,papi酱的周一放送——奥运会就要来啦，你不来跟我涨点姿势吗？本期视频为科普向，靴靴。（现在想想，所有运动员能平安就好了，别的都没所谓了……（祝你们周一&一周愉快啦！！秒拍视频
http://m.weibo.com/2460997447/E16AEkTUq,208932,120216,70108,07月29日 18:00?来自微博 weibo.com,papi酱不定期更新的日常第五弹——我出去玩了！！！最近毕业旅行粗去玩了，我向上帝发誓，我再也不想去那该死的室外了！买礼物给粉丝买了很多，还没来得及给自己买[拜拜 转发本视频＋写上你觉得在室内呆着就能达到旅行目的的地方，就有机会收到我亲！自！购买的礼物嗷！抽两名～秒拍视频
http://m.weibo.com/2460997447/E0NQLtp9W,81661,9849,10018,07月27日 18:17?来自iPhone 6 Plus,雨过天晴，心情也跟着好起来！吐！槽！专！场《旅游你跟过团吗？》@LORI阿姨旅行团里多奇葩快听老瑞吐一发！ 《盘点霸道总裁文常用桥段》@在下杨舒惠一污不扫，何以平总裁！《权力游戏—前女友VS现女友之歌》 @张猫要练嘴皮子男婶儿告诉你！直男的口活儿也很好！ 秒拍视频 .
http://m.weibo.com/2460997447/E0uT43BIR,478148,125241,76339,07月25日 18:01?来自微博 weibo.com,papi酱的周一放送——你会聊天么？反正我知道，有些人是真不会聊天。请各位不会聊天的盆友以后不要再和我聊天了，谢谢合作???祝你们周一&一周愉快咯～（我出去玩啦！！！！啊哈哈哈哈哈哈！！！去室外玩呢！！！哈哈哈哈哈哈哈哈哈哈[微笑秒拍视频
http://m.weibo.com/2460997447/DFHFABxhG,50144,2249,6476,07月20日 19:11?来自微博 weibo.com,今天的@papitube 带来了校！园！专！场！《拯救大学生的电饭锅》by@美豆爱厨房 用电饭锅就能不出校门就能吃上意式大餐[哈哈《如何秒变ABC》by@Em英语课堂 初到美帝分分钟变成ABC的秘籍《那些年我们表白过的女孩》by@可滋可社 大学生活怎么少得了女盆友！送你几件表白神器从此，麻麻再也不用?全文
http://m.weibo.com/2460997447/DFov384nm,327052,30616,39552,07月18日 18:23?来自秒拍网页版,papi酱的周一放松——一个明星的自我修养。今天我们有幸采访到了著名歌手、演员，社会活动家、慈善家papi小姐，与她面对面聊聊公益与书籍。（本视频充斥着知识，请看不懂的同学不要看——李白。（祝你们周一&一周愉快啦！比心～[爱心? 秒拍视频 .
http://m.weibo.com/2460997447/DEXrYdgEk,77563,1280,3012,07月15日 21:31?来自iPhone 6 Plus,papi酱 的@papitube 持续更新优秀短视频的内容平台！喜欢papi和她小伙伴的，来关注吧！爱你们~~（手动比心）。#papi酱#
http://m.weibo.com/2460997447/DEmj5pxzI,366915,1788,16760,07月11日 22:58?来自iPhone 6 Plus,感谢你们今天来看我直播！！我太紧张了大家见谅啊啊啊啊！！（那啥，我这件衣服真的不是睡衣！！！（以及，感谢给我截图做表情包的人???我谢你们啊?????????
http://m.weibo.com/2460997447/DElySkBmv,1442492,10313,291513,07月11日 21:04?来自一直播,我的直播已经开始了，你还不来看吗？( 来自一直播:papi酱正在直播 ) APP下载地址：http://t.cn/RqiDJg5
http://m.weibo.com/2460997447/DEkBIDmz6,362732,92182,39536,07月11日 18:38?来自秒拍网页版,papi酱——毕业季，献给所有已经毕业和即将毕业的人。“我一直在怀疑，毕业究竟是什么，原来是从“学校＝整个社会”这个错觉当中毕业。”——石黑正数。（本期视频算是送给自己的毕业礼物了[微笑（另外，今晚9点我直播，你不来找我玩吗？XD 秒拍视频 .
http://m.weibo.com/2460997447/DEaW0yEZm,234157,5760,17312,07月10日 18:01?来自iPhone 6,哦～看在上帝的面子上，您不来看我直播么我亲爱的老朋友？我是说，7月11日晚上9点，如果您愿意的话。我不得不说，这实在是太令人紧张了，或许，我是说或许，您会来的吧？（此处请脑补一个翻译腔的星星眼）#papi酱直播#
http://m.weibo.com/2460997447/DDS4248uF,295258,20837,22570,07月08日 17:58?来自iPhone 6,papi酱不定期更新的日常第四弹——本期日常由三部分组成，分别是第一部分第二部分和第三部分。具体的我懒得写了哈哈哈哈哈哈哈。（好吧主要有翻译腔舞台腔译制腔在生活中的灵活运用+粉丝来信+听说我要直播了+似乎是 7月11日 21：00分 直播呀 ）#papi酱直播#下期见噜～ 秒拍视频 .
http://m.weibo.com/2460997447/DDzAx51kp,987188,25646,46250,07月06日 18:56?来自iPhone 6s,毕业啦！！比心！！[爱心?
http://m.weibo.com/2460997447/DDpSoDwIO,71594,2808,8012,07月05日 18:13?来自秒拍网页版,papitube—影评专场！1.《X战警：天启》天启老师的时尚之旅by一晚周2.对《独立日2》的5个灵魂拷问by大脑门儿 3.丝毫不污的《三人行》观后感by马鹿同学（下期见了明天毕业好紧张！！！ 秒拍视频 .
http://m.weibo.com/2460997447/DDgsNk66i,268414,28710,32204,07月04日 18:15?来自秒拍网页版,papi酱の心得???——没事别逛家具店。话说我最近在准备搬家，于是我和老胡到家具店去了一趟。我本来只想买一张桌子，但是这个世界，从来都不让你好过。（我的刘海这回剪得还挺好的吧。。。不想祝你们周一愉快了??? 秒拍视频 .
http://m.weibo.com/2460997447/DCXGydC81,164979,7780,20898,07月02日 18:27?来自秒拍网页版,papi酱不定期更新的日常第三弹！我通宵把权力的游戏这一季看完了！本期视频为观看时的反应，非观后感。（ps.预警，本期日常极其无聊，不爱看的等周一即可（pps.“日常”的意思是：日常（看完视频骂我的人一定没有读这段话或是读不懂吧???（周末愉快哟，比心[爱心 秒拍视频 .
http://m.weibo.com/2460997447/DClXC2Csv,85210,8466,13374,06月28日 18:24?来自秒拍网页版,papitube—他们带来了自己的第二蛋！papitube深受小伙伴们喜爱的几位又带着自己的视频来啦！1.《那些年让我们无力吐槽的童鞋们》by Lori阿姨，2.《称霸英国校园的土豆四吃》by 美豆爱厨房3.《大学生的救赎》by 可滋可社（准备去刷GOT了白白！（零食储备鸡爪薯片鸭脖瓜子够不够？ 秒拍视频
http://m.weibo.com/2460997447/DCcEIt31L,246912,31245,29609,06月27日 18:43?来自秒拍网页版,papi酱的个人小剧场之——你有酱婶儿的盆友吗？之第N弹（N是几我懒得数了，你们自己翻翻吧。。。（请仔细观看本期视频，片尾有理解题。每题10分，答案写在答题纸上，写在试卷上一律不算分。（祝你们周一&一周愉快啦（我准备这两天把这季权力的游戏从头到尾刷一遍！激动！ 秒拍视频 .
http://m.weibo.com/2460997447/DBK51rlbZ,66984,4521,10931,06月24日 17:58?来自秒拍网页版,papitube投稿视频第五弹——1.《欧洲杯装X指南》by 大脑门儿；2.《盘点女主穿越小说常用桥段》by在下杨舒惠；3.《榨男日记青凤饮》by 吃喝实验室。papitube持续等你来稿！（对不起我前两天一不小心又忘了发，比心?周末愉快啦！ 秒拍视频 .
http://m.weibo.com/2460997447/DB8snBj1M,400555,94214,75801,06月20日 18:11?来自秒拍网页版,papi酱的男性生存法则第五弹——女人，“没有”谎言。自从《男人的谎言》视频播出之后，一直有人叫我拍“女人的谎言”，可是对不起，我们女人，从来都不撒谎的呀???（祝你们周一&一周愉快啦～?? 秒拍视频 .
http://m.weibo.com/2460997447/DAPJsa2Ps,93400,12526,11053,06月18日 18:31?来自秒拍网页版,papitube投稿视频第四弹，又来啦！——1.《99元晚宴》by 美豆爱厨房；2.《聊一聊爸妈的朋友圈》by 沈癫侠；3.《罗密欧与朱丽叶里的那个人》by 桃太郎-TaoTao。papitube持续等你来稿！（前两天又看了麦迪文，现在内心好满足(￣▽￣) 秒拍视频 .
http://m.weibo.com/2460997447/DAyAG6hCi,1714853,144224,193248,06月16日 22:53?来自微博 weibo.com,谢谢！！！（比心！！！
http://m.weibo.com/2460997447/DA4rxqVbO,323677,54490,45822,06月13日 18:08?来自秒拍网页版,papi酱N久不见的影评系列视频——我把《魔兽》给看了！！！本期视频，来自一个资深魔兽玩家，的妻子???（电影没什么可黑的，我觉得挺好看（主要是现场气氛太感人，一群大老爷们在电影院里or外惺惺相惜传递眼神基情四射（而且讲道理，麦迪文那么帅，黑不起来。周一&一周愉快咯！ 秒拍视频
http://m.weibo.com/2460997447/DzC7Wy6GV,304135,16386,23138,06月10日 18:03?来自秒拍网页版,papi酱不定期更新的日常——第二弹。鉴于我太不爱出门了，papitube的小伙伴们规定我，每周一去办公室发视频…可那不就是从“一个室内”，到了“另一个室内”么…（大咪昨天出院啦！开心！（狗说它不管怎样都爱我，开心！（下周回上海啦！开心！（端午节没吃到粽子，不开心??? 秒拍视频
http://m.weibo.com/2460997447/DzjqrcGuf,104076,11528,16318,06月08日 18:26?来自秒拍网页版,papitube投稿视频第三弹！——1.《我的siri进入了北京话模式》by 霍泥儿。2.《摇滚千年混不吝，民谣装的万年X》by 大脑门儿。3.《喜欢的人没回信息是种什么体验？》by 朱腥腥。papitube持续等你来稿！！！ 秒拍视频 .
http://m.weibo.com/2460997447/DzieKBANK,516512,130773,39951,06月08日 15:25?来自iPhone 6s,6月16，上海见。转发本条抽2人，送！门！票！！#530网络红人节#
http://m.weibo.com/2460997447/Dz0qntNb1,329010,67903,29421,06月06日 18:04?来自秒拍网页版,papi酱想象中——真正の学霸，到底是什么样的？本期视频偏冷，为你带来炎炎初夏中的一缕凉风（微笑脸）（诸位考生加油！不要紧张！也不要看书了！好好休息，养精蓄锐，为了之后的狂欢！！！（别刷微博了！到时候考卷上一堆“hhhhh”“233333”（周一&一周愉快啦～～[爱心 秒拍视频 .
http://m.weibo.com/2460997447/DyHDsp78G,242299,12960,20739,06月04日 18:14?来自秒拍网页版,papi酱的不定期更新日常——话说2号答辩结束后，好基友小七给我拍了个视频……讲真，我实在不懂为什么好多人都盼着我出门……大家都跟我说“你不要老是宅在家里啊”“多出门活动活动啊”，可是，我在家也可以活动啊???（本期视频原声出镜，不服憋着（另外，评论严禁剧透GOT！! 秒拍视频
http://m.weibo.com/2460997447/DymZlFwwo,625641,11348,30473,06月02日 13:40?来自iPhone 6 Plus,啊哈哈哈哈哈哈哈答辩通过了！！！等毕业啦！！！
http://m.weibo.com/2460997447/Dy69waz1w,73165,3533,12790,05月31日 18:48?来自秒拍网页版,papitube投稿视频第二弹——1.《掉线电台》by 一晚周，2.《在国外尴尬到爆炸的那些事儿》by 杰小米脑丝?，3.《女人在约会时想说的实话》by 滨哥哥Isabel。papitube依然持续等你来稿！ 秒拍视频 .
http://m.weibo.com/2460997447/DxWrHridL,257762,56463,32588,05月30日 18:06?来自秒拍网页版,papi酱——人么，时不时就怀念一下童年。（是呀，我的童年就是圣斗士星矢灌篮高手美少女战士黑猫警长没头脑不高兴西游记新白娘子传奇1毛一包的零食5毛一根的雪糕不过就算你的童年也是这样，我也不会给你红包的。(祝各位成年人六一快乐，虽然这个节日和你没有半毛钱关系[爱心? 秒拍视频 .
http://m.weibo.com/2460997447/DxEKFsLSw,654957,13957,139534,05月28日 21:03?来自iPhone 6 Plus,哪张好看！！！
http://m.weibo.com/2460997447/Dx1SbgsiS,121392,8482,16373,05月24日 18:04?来自秒拍网页版,papitube开放招募满！月！啦！今日放送投稿视频第一弹。1.可滋可社组合之《给papi酱的应聘视频》，2.Lori阿姨之《奇怪的美帝》，3.昊昊君之《亲，毕业论文写完了吗》。感谢各路人才络绎不绝的投稿！各位闯作者们，papitube持续欢迎投稿嗷～！#papitube##搞笑红人大赛# 秒拍视频 .
http://m.weibo.com/2460997447/DwSwzmvNd,241748,27936,23411,05月23日 18:16?来自iPhone 6s,papi酱——张总教你做综艺。张总系列第二弹。如要购买视频中提到的节目创意版权，请与我联系。靴靴。祝你们周一&一周愉快啦～?? 秒拍视频 .
http://m.weibo.com/2460997447/DvOrXFPEa,404168,131905,108595,05月16日 18:04?来自iPhone 6s,papi酱——男人的谎言。（一般来说男人是不是在撒谎，女人第一时间就能看出来。如果她当时没有戳穿你，她可能只是在给你面子。（声明：本视频不针对所有男性，如有误伤，请不要来找我。谢谢合作！祝你们周一&一周愉快啦么么哒[爱心? 秒拍视频 .
http://m.weibo.com/2460997447/DuB25nQs7,361746,87762,44161,05月08日 18:04?来自iPhone 6s,papi酱——你们的妈妈对你们说过这些话吗？讲真，我一直觉得，全天下的妈妈，都是一个妈生的。祝所有妈妈们母亲节快乐??！（别只有今天才想起来你有个妈（重要提醒——明天不更新。为什么？因为挪到今天了啊。哈哈哈哈哈祝你们明天上班愉快啦～[爱心? 秒拍视频 .
http://m.weibo.com/2460997447/DtGtgnsfd,274117,25508,19348,05月02日 18:04?来自iPhone 6s,papi酱的明星系列视频——观众朋友们大家好，欢迎来到娱乐圈特别节目，《明撕ing面对面》！（再说一遍！我的所有明星系列视频，都不针对任何一个明星！！（大家五一假期快乐～～[爱心?以及明天上班快乐哈哈哈哈哈哈哈哈哈哈哈哈哈 秒拍视频 .
http://m.weibo.com/2460997447/Dt4Le4Ev2,190946,12192,25985,04月28日 18:04?来自iPhone 6s,papi酱的招募视频！！！我知道有很多人已经看过了，个么你就再看一遍吧……（我微博忘发了，完全忘了，彻彻底底忘了。）（有本事打我啊！）（别打别打我错了！）请大家把简历+作品（划重点）发送到papitube666@163.com。我等你来嗷！！ 秒拍视频 .
http://m.weibo.com/2460997447/DsWwLkyT3,49366,563,1749,04月27日 21:07?来自iPhone 6,#今年4.29，我们不加班#小伙伴们，最近我的朋友圈被一个热闹的事给刷屏啦！常看我微博的童鞋应该都知道4.29是个什么大日子吧！我呢，当然也希望大家伙通通不加班[doge都能来参加我们的#4.29首都网络安全日#系列活动喽[来辛苦小半年的你们，在这个“不加班”的日子里都来北展吧[鼓掌
http://m.weibo.com/2460997447/DsCt75XDg,361193,74610,49362,04月25日 18:03?来自iPhone 6s,papi酱的吐槽系列——生活中那些令人一言难尽的事。旁友们，告诉我，有视频里这些情况的，绝对不止是我一个人！！（祝大家周一&一周愉快啦！比心[爱心? 秒拍视频 .
http://m.weibo.com/2460997447/DskF3rb9F,356869,64622,39389,04月23日 20:43?来自iPhone 6s,papi酱用最快的方式告诉你，莎翁的四大悲剧究竟说了啥。莎士比亚真的遥不可及吗？先拿本起来读读看咯～入门别看“四大杯”，太虐了！个人推荐四大喜剧的《仲夏夜之梦》，real精彩real好笑！吃下我这发安利吧！我是papi酱，正在参加#23页第四行# 。多看点书吧年轻人！ 秒拍视频 .
http://m.weibo.com/2460997447/DryOPsozP,550189,16293,72374,04月18日 18:55?来自iPhone 6s,分享图片
http://m.weibo.com/2460997447/DryCABtLf,400683,134664,72745,04月18日 18:25?来自iPhone 6s,papi酱——一个人的减肥全过程。俗话说得好，四月不减肥，五月徒伤悲，六月徒伤悲，七月徒伤悲……一直徒伤悲。说句心里话，减肥要讲求方式方法，不然真的会进医院的。祝大家周一&一周愉快啦~[爱心 秒拍视频 .
http://m.weibo.com/2460997447/DqutFi4dc,231309,36922,32786,04月11日 18:02?来自iPhone 6s,papi酱——上海话＋英语第四弹。你们，还记得，Sophie吗？[脸红（话说这期视频我做完至少俩月了，但我懒得做字幕，因为中英日文输入法切换好麻烦，久而久之我就忘了。以至于我一直以为这期已经发过了（前两天突然发现“哎哟卧槽这期怎么没发！”（I am有点sorry。（不过so what，你来打我啊！（哈哈哈哈?全文
http://m.weibo.com/2460997447/DpCP939iZ,72195,9308,10090,04月06日 01:26?来自iPhone 6 Plus,我上传了：【视频：20160403北京望京798和颐酒店女生遇袭】20160403北京望京798和颐酒店女生遇袭（来 @优酷 看我更多精彩视频：http://t.cn/RqUZJZj）
http://m.weibo.com/2460997447/DpCNBigO6,77119,24585,7288,04月06日 01:22?来自iPhone 6 Plus,#和颐酒店女生遇袭##卖淫窝点案底酒店#整理了我被劫持的经过和事态发展到现在的结果，希望对看到这个文章的朋友有所帮助，并且让更多的人转发扩散，让身边的女生看到我的案子有警觉心，也希望有关部门看到这个文章之后，能给我一个有诚意的答复！20160403北京望京798和颐酒店女生遇袭
http://m.weibo.com/2460997447/Dpqu7erKj,844515,390384,92912,04月04日 18:01?来自iPhone 6s,papi酱——我最近越来越觉得，女人真是不好做。希望这个世界对女性的恶意可以少一点，希望没有人再因为你的性别来评价你，希望我们能够尊重每一个女性选择的权利。（本视频与清明无关（祝周一&一周愉快啦[爱心?（我好几年没吃到青团了，sad 秒拍视频 .
http://m.weibo.com/2460997447/DoZLWj7Cd,309404,1812,15561,04月01日 22:01?来自微博 weibo.com,为什么会有人以为，我愚人节会发视频？搞不懂???毕竟，我是一个严肃的人。
http://m.weibo.com/2460997447/DomuIAP8e,354894,143518,59837,03月28日 18:02?来自iPhone 6s,papi酱——没有钱怎么追星嘛！[大哭人到底为什么要赚钱？反正对我们这些人来说，赚钱，是为了追星啊！愿所有迷妹发财！！！ps。花自己的钱，追自己的星，动你家存折了？???pps。爱豆－idol－偶像。（各位周一&一周愉快啦～[爱心? 秒拍视频 .
http://m.weibo.com/2460997447/DnivPhsLX,340582,52103,42240,03月21日 18:03?来自iPhone 6 Plus,papi酱的精分小剧场——大家好，我又来精分了。故事发生在一个普通的茶余饭后时间。——谎言重复一千遍就成了真理。—戈培尔。祝周一&一周愉快[爱心? 秒拍视频 .
http://m.weibo.com/2460997447/Dmew9z9E3,295570,123554,106736,03月14日 18:03?来自iPhone 6 Plus,papi酱白色情人节倾情奉献！男性生存法则第四弹，为什么你送的礼物女朋友总是不喜欢？因为！（周一愉快啦～[爱心? 秒拍视频 .
http://m.weibo.com/2460997447/DlawJqrZi,397005,96459,39239,03月07日 18:03?来自iPhone 6 Plus,papi酱的严肃视频——你在生活中一定也听到过这些话。性别不是标签，愿你我都能生活在一个平等的世界。提前祝“三八妇女节”快乐。 秒拍视频 .
http://m.weibo.com/2460997447/Dl3kMdPUF,156821,38636,15048,03月06日 23:44?来自iPhone 6 Plus,#新作# 很久以前就有一个集鬼畜与才华于一身的女子，成功地引起了本总裁的注意。这周花了整整3天时间，给@papi酱 调教了一首电音单曲。似乎我不小心把女神变成女神经啦[doge，提前祝这个已婚女神女生节快乐[爱你别忘了硬币和收藏哦！【电音单曲】我是papi酱
http://m.weibo.com/2460997447/DkB25uRWV,57399,1247,4012,03月03日 23:41?来自iPhone 6 Plus,《侦探绮谭-石黑正数短篇》（石黑正数 著）
http://m.weibo.com/2460997447/Dkf6OBQ7B,162861,589,9879,03月01日 15:52?来自iPhone 6 Plus,刚、才、被、盗、号、了。
http://m.weibo.com/2460997447/Dk72AjLmx,280788,72771,43398,02月29日 19:20?来自iPhone 6 Plus,papi酱——张总教你做电影。大家好，我又来精分了。今天，wuli张总来教你如何做电影！只要听张总的话，中国电影拿奥斯卡不是梦！！（恭喜小李子啊啊啊啊啊啊！！！！ 秒拍视频 .
http://m.weibo.com/2460997447/Dj2zhev6b,279979,49099,49423,02月22日 18:06?来自iPhone 6 Plus,papi酱的个人小剧场——很多时候，喜欢贬损女人的，往往也是女人。如有雷同，那你也挺倒霉的。（大家元宵节快乐[爱心?记得吃汤圆或元宵～ 秒拍视频 .
http://m.weibo.com/2460997447/DiIQxzife,230432,5531,10216,02月20日 15:54?来自iPhone 6 Plus,我觉得我的siri有问题……
http://m.weibo.com/2460997447/DihFA9iTm,152612,5805,20614,02月17日 18:43?来自iPhone 6 Plus,前两天翻相册翻到的，11月就拍了竟然现在才想起来。大家就看着乐呵乐呵吧（一个辟谣：我在别地儿说过啦，我不是老师，只是研一研二北京推行中小学戏剧教育，我在中小学代过戏剧和表演课。（好了我过生日去啦白白（新的一岁，我的更新速度，也不会更快的（比大拇指[强 秒拍视频 .
http://m.weibo.com/2460997447/DhFIg9Pke,523558,290721,137241,02月13日 18:05?来自iPhone 6 Plus,papi酱的吐槽之——有些人一谈恋爱就招人讨厌。你们有没有觉得，身边有些朋友，只要一谈恋爱，就实力惹人讨厌！（情人节快乐哦[爱心?（单身狗明天为什么要出门？有什么想不开的说出来让大家开心开心！（祝你们上班愉快，反正我不上班哈哈哈哈哈） 秒拍视频 .
http://m.weibo.com/2460997447/DgMs6B5oT,287423,1795,10960,02月07日 21:24?来自iPhone 6 Plus,微博忘发照片了。新年快乐啦～[爱心?（已经看过公众号照片的就不要吐槽了！（另外这是毛衣啊！羊绒的！！
http://m.weibo.com/2460997447/DgBKfvFYn,386704,233542,78145,02月06日 18:09?来自iPhone 6 Plus,papi酱的羊年最后一发！！——马上就要过春节了，你准备好了吗？希望法律禁止所有讨人厌的亲戚过春节！春节快乐啊各位～猴年见［比心[爱心? 秒拍视频 .
http://m.weibo.com/2460997447/DfRCar9Oe,20277,1341,892,02月01日 20:42?来自iPhone 6 Plus,【上海对外经贸大学一学生独游华山失联六天，景区搜寻首日无果】这几天，朋友圈里的一则寻人消息牵动人心。上海对外经贸大学学生朱贤峰在陕西华山景区旅游期间失联。今天已经是朱贤峰失联的第六天。从昨天开始华山景区管委会及当地公安组织人手对景区进行了全面搜索。via央广网上海对外经贸大学一学生独游华山失联六天，景区搜寻首日无果
http://m.weibo.com/2460997447/DfQBH7W4c,142870,20880,18884,02月01日 18:08?来自秒拍网页版,papi酱——美女的烦恼你们根本就不懂之第二弹。今天的小美又一次因为过于美貌所带来的痛苦找papi酱谈心了。（这个视频我拍完有一段时间了，但是我给忘了。。。现在才发向小美说一声骚瑞。（下次更新在春节前[爱心?（听说今天是小年？然而我并不知道那是干嘛的[眼泪小年愉快吧那就！ 秒拍视频
http://m.weibo.com/2460997447/DeMp4dL8r,138610,20495,15261,01月25日 17:36?来自秒拍网页版,papi酱的明星系列——当明星获奖时，他们到底在想些什么？（我又来开脑洞了XD）祝你们一周愉快嗷！［女明星第一弹见置顶。［本次视频做的吼累，不接受任何批评[飞吻［再次声明，我真的不针对任何一个明星！真的！！请粉丝切勿对号入座！我依然受中华人民共和国法律保护！ 秒拍视频 .
http://m.weibo.com/2460997447/DdIMyfFoZ,274486,105126,43309,01月18日 18:33?来自秒拍网页版,papi酱的吐槽——微信有时候真tm让人崩溃！祝你们一周愉快啦～下次更新时间看心情么么哒[飞吻  秒拍视频 .
http://m.weibo.com/2460997447/DcEFAmSFJ,195482,62333,43819,01月11日 18:14?来自秒拍网页版,papi酱的男性生存法则第三弹——经常有人问，女人到底为什么要逛街？因为！（第一弹见置顶（第二弹你们自己翻翻吧（下次更新非系列，但不知道是什么时候嘻嘻（祝你们本周愉快，爱你们嗷[飞吻 秒拍视频 .
http://m.weibo.com/2460997447/DbK1tCUUp,137373,36575,26515,01月05日 18:02?来自秒拍网页版,papi酱2016第一发——上海话＋英语第三弹。你，还记得，Sophie吗？（第一弹看置顶）（第二弹你们自己翻翻吧）（祝你们好心情～  秒拍视频 .
http://m.weibo.com/2460997447/DaYVexiuw,122225,41702,20099,2015-12-31 18:07:32?来自秒拍网页版,2015年末，2016年前，来自papi酱的，一发心灵鸡汤。就是喜欢传递正能量[微笑（我就不赶着零点了。视频灵感来源——我小时候经常对我爸妈说，等我长大之后有钱了，就给你们买这买那。后来我才明白，长大和有钱之间，并没有关系。（欢迎大家随手转发正能量！！！ 秒拍视频 .
http://m.weibo.com/2460997447/Day9M4Yuc,110892,15168,22182,2015-12-28 21:59:12?来自秒拍网页版,papi酱观后感之《恶棍天使》。无字幕的部分请大家不要过分解读，我说的是“都是亚克西”。（下次更新还是会在2016年前。（早点休息啊各位。 秒拍视频 .
http://m.weibo.com/2460997447/D9XpItBcA,108661,19290,11919,2015-12-25 00:26:50?来自秒拍客户端,愤怒的papi酱——12月25号。（我知道你们都没睡！（本想站在12月24号的尾巴上发的，奈何网速不给力。very伐开心。秒拍视频（使用#秒拍#录制）
http://m.weibo.com/2460997447/D9Lxu3JrW,66413,8713,11032,2015-12-23 18:13:01?来自秒拍网页版,papi酱的圣诞特别节目——圣诞节，你真的了解吗？一个简单的科普节目，带你走进圣诞背后不为人知的故事。（祝大家圣诞快乐～ （本视频无关宗教（下次更新会在2016年前，叽叽。  秒拍视频 .
http://m.weibo.com/2460997447/D99QHpb41,75837,11666,12711,2015-12-19 18:15:58?来自秒拍网页版,［2015年度十大烂片最权威、最专业的点评！！盒盒，烂片？明明是你们看不懂好吗？！你从未见过，如此专业的影评。（周末愉快啦）（下次更新会在圣诞节前）微信订阅：dapapi 秒拍视频 .
http://m.weibo.com/2460997447/D8oEmrY3A,113236,23926,18421,2015-12-14 18:06:29?来自秒拍网页版,papi酱这辈子做梦都想说的话。啊这就是我的中！国！梦！看完你就会发现，我确实是一个有理想有追求的好青年！另外视频中可能乱入了一些片段，我完全不知道是怎么回事！看不懂的盆友不要百度了。祝你们这周愉快啦各位！ 秒拍视频 .
http://m.weibo.com/2460997447/D7WjF2Gaj,67469,4434,5285,2015-12-11 17:58:34?来自秒拍网页版,看巴拉拉小魔仙有感——我也要做一名光荣的巴拉拉！警告，这不是演习，前方低能，非战斗人员迅速撤离。（周末愉快吧各位！下次更新应该在周一（如果在周二也没什么可意外的，毕竟我是一枚如此不羁的女子。 秒拍视频 .
http://m.weibo.com/2460997447/D7kIXod0l,89771,39386,44936,2015-12-07 18:16:31?来自秒拍网页版,【男性生存法则第二弹——当你的女朋友说：我，不，吃。其实她的意思是……】警告，本视频不代表所有女性，不针对所有男性。请大家和谐相处，共建美好社会。祝你们这周愉快！（多吃霾嗷么么哒（第一弹你们找找 秒拍视频 .
http://m.weibo.com/2460997447/D6qhKhNTI,60680,13713,12045,2015-12-01 18:35:39?来自秒拍网页版,不知道为毛上一条微博显示的是第一弹，来来来，这是第三弹！！！我重新传了一遍！！！台湾腔说东北话，第三弹，在！这！里！！！ 秒拍视频 .
http://m.weibo.com/2460997447/D6q8S4KUL,44227,9530,8630,2015-12-01 18:13:46?来自秒拍网页版,papi酱之【台湾腔说东北话第三弹】警告：本视频未变声，不喜欢就憋着！！【第一弹】戳→ 秒拍视频 【第二弹】戳→ 秒拍视频 祝你们2015年的最后一个月愉快！我去吸霾了~ 秒拍视频 .
http://m.weibo.com/2460997447/D5XP6wERo,80841,10383,8637,2015-11-28 18:08:11?来自秒拍网页版,papi酱带你2分钟看清娱乐圈。本视频不针对任何一个女明星，请粉丝不要对号入座。更不要打我。我是受中华人民共和国法律保护的！ 秒拍视频 .
http://m.weibo.com/2460997447/D5mq683GU,65742,29966,18605,2015-11-24 18:54:56?来自秒拍网页版,【上海话+英语第二弹】——愤怒指数提升85个百分点。 秒拍视频 .
http://m.weibo.com/2460997447/D4TB1d1uu,52938,272,1007,2015-11-21 17:32:11?来自iPhone 6 Plus,我的微信号是dapapi，但名字是papi。名字是papi！名字是papi！！！个人号，没有认证，大家加的时候看清楚。
http://m.weibo.com/2460997447/D4KDErop1,47951,4679,4763,2015-11-20 18:43:56?来自秒拍网页版,【只要你想，你也可以活在电影里】副标题为：世界欠我一个奥斯卡&一个自带BGM的我。（我才知道视频开通了打赏，但必须得是认证博主。就在刚才！我的认证过了哈哈哈哈哈！！我是不是下半个月不用吃土了！！！周末愉快啦各位！！！哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 秒拍视频 .
http://m.weibo.com/2460997447/D4zzWsKUu,26703,379,1020,2015-11-19 14:34:36?来自微博认证,我正在申请微博认证，认证信息为“中戏硕士在读”。请@许瑶璇 @霍泥芳 @文史_海巴子 转发此条微博帮我确认身份，多谢！！ 申请微博认证
http://m.weibo.com/2460997447/D4ru1kzvi,23670,207,1382,2015-11-18 17:58:02?来自iPhone 6 Plus,活在电影里的我——图1:电影开始5分钟死了的神秘&洋气の贵妇杀手（一个帽子好几百怎么不去抢钱啊！）图2:“哦我亲爱的彼德洛维奇，火车已经到了，然而我等的那个人一直没有来。”图3:这是个预告。周五出视频。（哎我说周五了？万一是周六呢？也可能是周四吧不晓得∠( ? 」∠)＿
http://m.weibo.com/2460997447/D4bkJ7eQ3,23945,132,847,2015-11-17 00:51:10?来自iPhone 6 Plus,我错了！！我再也不给你们发飞吻gif了！！！
